4.001569e+002,7.506251e+001
4.006390e+002,7.531105e+001
4.011211e+002,7.565741e+001
4.016032e+002,7.602281e+001
4.020853e+002,7.634571e+001
4.025674e+002,7.660001e+001
4.030496e+002,7.679457e+001
4.035317e+002,7.695679e+001
4.040138e+002,7.711107e+001
4.044959e+002,7.726228e+001
4.049780e+002,7.739290e+001
4.054601e+002,7.747472e+001
4.059423e+002,7.749032e+001
4.064244e+002,7.745084e+001
4.069065e+002,7.739452e+001
4.073886e+002,7.736690e+001
4.078707e+002,7.739556e+001
4.083528e+002,7.747643e+001
4.088350e+002,7.757500e+001
4.093171e+002,7.764233e+001
4.097992e+002,7.763975e+001
4.102813e+002,7.756155e+001
4.107634e+002,7.743980e+001
4.112455e+002,7.732701e+001
4.117277e+002,7.727059e+001
4.122098e+002,7.729378e+001
4.126919e+002,7.739050e+001
4.131740e+002,7.753237e+001
4.136561e+002,7.768385e+001
4.141382e+002,7.781925e+001
4.146204e+002,7.793227e+001
4.151025e+002,7.803187e+001
4.155846e+002,7.812998e+001
4.160667e+002,7.822900e+001
4.165488e+002,7.831371e+001
4.170309e+002,7.834925e+001
4.175131e+002,7.828992e+001
4.179952e+002,7.810954e+001
4.184773e+002,7.785124e+001
4.189594e+002,7.763268e+001
4.194415e+002,7.755372e+001
4.199236e+002,7.760965e+001
4.204058e+002,7.772216e+001
4.208879e+002,7.781528e+001
4.213700e+002,7.785083e+001
4.218521e+002,7.782970e+001
4.223342e+002,7.777866e+001
4.228163e+002,7.773469e+001
4.232985e+002,7.772820e+001
4.237806e+002,7.777060e+001
4.242627e+002,7.784957e+001
4.247448e+002,7.793659e+001
4.252269e+002,7.800349e+001
4.257090e+002,7.803860e+001
4.261912e+002,7.805065e+001
4.266733e+002,7.805918e+001
4.271554e+002,7.808022e+001
4.276375e+002,7.811674e+001
4.281196e+002,7.815717e+001
4.286017e+002,7.818193e+001
4.290839e+002,7.817374e+001
4.295660e+002,7.812748e+001
4.300481e+002,7.805376e+001
4.305302e+002,7.797356e+001
4.310123e+002,7.790755e+001
4.314944e+002,7.786621e+001
4.319766e+002,7.784673e+001
4.324587e+002,7.783798e+001
4.329408e+002,7.782764e+001
4.334229e+002,7.781048e+001
4.339050e+002,7.778935e+001
4.343871e+002,7.777033e+001
4.348693e+002,7.775552e+001
4.353514e+002,7.773830e+001
4.358335e+002,7.770495e+001
4.363156e+002,7.764355e+001
4.367977e+002,7.755460e+001
4.372798e+002,7.745557e+001
4.377620e+002,7.737436e+001
4.382441e+002,7.733665e+001
4.387262e+002,7.735535e+001
4.392083e+002,7.742632e+001
4.396904e+002,7.753040e+001
4.401725e+002,7.763943e+001
4.406547e+002,7.772476e+001
4.411368e+002,7.776727e+001
4.416189e+002,7.776421e+001
4.421010e+002,7.772788e+001
4.425831e+002,7.767669e+001
4.430652e+002,7.762305e+001
4.435474e+002,7.756831e+001
4.440295e+002,7.750648e+001
4.445116e+002,7.743319e+001
4.449937e+002,7.735220e+001
4.454758e+002,7.727605e+001
4.459579e+002,7.722013e+001
4.464401e+002,7.719487e+001
4.469222e+002,7.719976e+001
4.474043e+002,7.722308e+001
4.478864e+002,7.724794e+001
4.483685e+002,7.726119e+001
4.488506e+002,7.725982e+001
4.493328e+002,7.725074e+001
4.498149e+002,7.724452e+001
4.502970e+002,7.724806e+001
4.507791e+002,7.725967e+001
4.512612e+002,7.726868e+001
4.517433e+002,7.726073e+001
4.522255e+002,7.722662e+001
4.527076e+002,7.717049e+001
4.531897e+002,7.710916e+001
4.536718e+002,7.706316e+001
4.541539e+002,7.704525e+001
4.546360e+002,7.705472e+001
4.551182e+002,7.707841e+001
4.556003e+002,7.709578e+001
4.560824e+002,7.708636e+001
4.565645e+002,7.703899e+001
4.570466e+002,7.696017e+001
4.575287e+002,7.687395e+001
4.580109e+002,7.680952e+001
4.584930e+002,7.678322e+001
4.589751e+002,7.679159e+001
4.594572e+002,7.681816e+001
4.599393e+002,7.684575e+001
4.604214e+002,7.686377e+001
4.609036e+002,7.686884e+001
4.613857e+002,7.686133e+001
4.618678e+002,7.684085e+001
4.623499e+002,7.680388e+001
4.628320e+002,7.674483e+001
4.633141e+002,7.666060e+001
4.637963e+002,7.655371e+001
4.642784e+002,7.643427e+001
4.647605e+002,7.631644e+001
4.652426e+002,7.621281e+001
4.657247e+002,7.612946e+001
4.662068e+002,7.606427e+001
4.666890e+002,7.600845e+001
4.671711e+002,7.595241e+001
4.676532e+002,7.589182e+001
4.681353e+002,7.583099e+001
4.686174e+002,7.578039e+001
4.690995e+002,7.574950e+001
4.695817e+002,7.574017e+001
4.700638e+002,7.574372e+001
4.705459e+002,7.574255e+001
4.710280e+002,7.571604e+001
4.715101e+002,7.564962e+001
4.719922e+002,7.554399e+001
4.724744e+002,7.541734e+001
4.729565e+002,7.529559e+001
4.734386e+002,7.519609e+001
